"industry","country","gender","race","age","education","prof_exp","field_exp","usd_total_comp","age_mid","age_scale","prof_exp_mid","field_exp_mid","edu_num","edu_scale","wht_notwht","wom_notwom","usa","ind_dom"
"Education","canada","Woman","White","35-44","PhD","10-","10-",112,40,"Middle",5,5,5,"High","White","Woman","Not USA","Woman"
"Computing or Tech","usa","Man","White","35-44","High School","11-20","11-20",98,40,"Middle",15,15,1,"Low","White","Not Woman","USA","Not Woman"
"Insurance","usa","Woman","White","25-34","College degree","10-","10-",87.5,30,"Young",5,5,3,"Medium","White","Woman","USA","Woman"
"Marketing, Advertising & PR","usa","Man","White","45-54","College degree","31+","21-30",63.32,50,"Old",35,25,3,"Medium","White","Not Woman","USA","Woman"
"Social Work","usa","Woman","White","25-34","College degree","10-","10-",200,30,"Young",5,5,3,"Medium","White","Woman","USA","Woman"
"Business or Consulting","usa","Other","White","45-54","Master's degree","21-30","21-30",136,50,"Old",25,25,4,"High","White","Not Woman","USA","Woman"
"Marketing, Advertising & PR","usa","Woman","White","25-34","College degree","10-","10-",55.35,30,"Young",5,5,3,"Medium","White","Woman","USA","Woman"
"Engineering or Manufacturing","usa","Woman","White","25-34","College degree","10-","10-",44.5,30,"Young",5,5,3,"Medium","White","Woman","USA","Not Woman"
"Utilities & Telecommunications","usa","Woman","White","35-44","College degree","11-20","11-20",136,40,"Middle",15,15,3,"Medium","White","Woman","USA","Not Woman"
"Business or Consulting","usa","Woman","White","35-44","Professional degree","11-20","11-20",133,40,"Middle",15,15,6,"High","White","Woman","USA","Woman"
"Business or Consulting","usa","Woman","White","35-44","College degree","11-20","11-20",102.3,40,"Middle",15,15,3,"Medium","White","Woman","USA","Woman"
"Entertainment","usa","Woman","White","35-44","Some college","11-20","11-20",59,40,"Middle",15,15,2,"Low","White","Woman","USA","Not Woman"
"Health care","usa","Woman","White","35-44","College degree","21-30","11-20",175,40,"Middle",25,15,3,"Medium","White","Woman","USA","Woman"
"Accounting, Banking & Finance","usa","Man","White","45-54","College degree","21-30","21-30",100,50,"Old",25,25,3,"Medium","White","Not Woman","USA","Woman"
"Business or Consulting","usa","Woman","White","35-44","College degree","11-20","11-20",102,40,"Middle",15,15,3,"Medium","White","Woman","USA","Woman"
"Social Work","usa","Man","White","35-44","College degree","11-20","11-20",220.9,40,"Middle",15,15,3,"Medium","White","Not Woman","USA","Woman"
"Computing or Tech","usa","Woman","Asian ","35-44","College degree","10-","10-",157,40,"Middle",5,5,3,"Medium","Not White","Woman","USA","Not Woman"
"Business or Consulting","usa","Woman","White","35-44","PhD","11-20","10-",195,40,"Middle",15,5,5,"High","White","Woman","USA","Woman"
"Accounting, Banking & Finance","usa","Woman","White","25-34","College degree","11-20","10-",104,30,"Young",15,5,3,"Medium","White","Woman","USA","Woman"
"Education","usa","Woman","White","35-44","PhD","10-","10-",58,40,"Middle",5,5,5,"High","White","Woman","USA","Woman"
"Engineering or Manufacturing","usa","Woman","White","45-54","College degree","21-30","21-30",123.3,50,"Old",25,25,3,"Medium","White","Woman","USA","Not Woman"
"Science","usa","Woman","White","35-44","Master's degree","10-","10-",76,40,"Middle",5,5,4,"High","White","Woman","USA","Woman"
"Accounting, Banking & Finance","usa","Woman","White","25-34","College degree","11-20","10-",104,30,"Young",15,5,3,"Medium","White","Woman","USA","Woman"
"Engineering or Manufacturing","usa","Man","White","35-44","College degree","11-20","11-20",178.504,40,"Middle",15,15,3,"Medium","White","Not Woman","USA","Not Woman"
"Sales","usa","Woman","White","25-34","College degree","11-20","10-",55,30,"Young",15,5,3,"Medium","White","Woman","USA","Not Woman"
"Engineering or Manufacturing","usa","Woman","Asian ","25-34","College degree","10-","10-",130,30,"Young",5,5,3,"Medium","Not White","Woman","USA","Not Woman"
"Computing or Tech","usa","Woman","Asian ","25-34","College degree","10-","10-",154,30,"Young",5,5,3,"Medium","Not White","Woman","USA","Not Woman"
"Computing or Tech","usa","Woman","White","25-34","College degree","10-","10-",254,30,"Young",5,5,3,"Medium","White","Woman","USA","Not Woman"
"Law","usa","Woman","White","35-44","Professional degree","11-20","11-20",300,40,"Middle",15,15,6,"High","White","Woman","USA","Woman"
"Social Work","usa","Woman","White","25-34","College degree","11-20","10-",38,30,"Young",15,5,3,"Medium","White","Woman","USA","Woman"
"Business or Consulting","usa","Woman","White","35-44","College degree","11-20","11-20",68,40,"Middle",15,15,3,"Medium","White","Woman","USA","Woman"
"Science","usa","Woman","Asian ","25-34","College degree","10-","10-",72,30,"Young",5,5,3,"Medium","Not White","Woman","USA","Woman"
"Law","usa","Woman","White","35-44","Professional degree","11-20","11-20",43,40,"Middle",15,15,6,"High","White","Woman","USA","Woman"
"Business or Consulting","usa","Woman","White","35-44","College degree","11-20","11-20",81,40,"Middle",15,15,3,"Medium","White","Woman","USA","Woman"
"Accounting, Banking & Finance","usa","Woman","White","35-44","Master's degree","21-30","11-20",73,40,"Middle",25,15,4,"High","White","Woman","USA","Woman"
"Health care","usa","Woman","White","25-34","Master's degree","10-","10-",60,30,"Young",5,5,4,"High","White","Woman","USA","Woman"
"Computing or Tech","usa","Woman","White","25-34","College degree","11-20","11-20",93,30,"Young",15,15,3,"Medium","White","Woman","USA","Not Woman"
"Health care","usa","Woman","Hispanic","25-34","College degree","11-20","10-",81.12,30,"Young",15,5,3,"Medium","Not White","Woman","USA","Woman"
"Business or Consulting","usa","Woman","Asian ","35-44","College degree","11-20","11-20",245,40,"Middle",15,15,3,"Medium","Not White","Woman","USA","Woman"
"Computing or Tech","usa","Woman","White","25-34","College degree","10-","10-",79.2,30,"Young",5,5,3,"Medium","White","Woman","USA","Not Woman"
"Business or Consulting","usa","Woman","White","35-44","Master's degree","11-20","11-20",174,40,"Middle",15,15,4,"High","White","Woman","USA","Woman"
"Marketing, Advertising & PR","usa","Woman","White","25-34","Master's degree","10-","10-",87.5,30,"Young",5,5,4,"High","White","Woman","USA","Woman"
"Engineering or Manufacturing","usa","Woman","White","35-44","Master's degree","11-20","11-20",100,40,"Middle",15,15,4,"High","White","Woman","USA","Not Woman"
"Education","usa","Woman","White","45-54","Master's degree","21-30","11-20",126,50,"Old",25,15,4,"High","White","Woman","USA","Woman"
"Business or Consulting","usa","Woman","White","35-44","Master's degree","10-","10-",120,40,"Middle",5,5,4,"High","White","Woman","USA","Woman"
"Social Work","usa","Woman","White","25-34","Master's degree","10-","10-",66.5,30,"Young",5,5,4,"High","White","Woman","USA","Woman"
"Accounting, Banking & Finance","usa","Woman","Asian ","35-44","Some college","11-20","10-",55.75,40,"Middle",15,5,2,"Low","Not White","Woman","USA","Woman"
"Health care","usa","Woman","White","25-34","Professional degree","10-","10-",94,30,"Young",5,5,6,"High","White","Woman","USA","Woman"
"Health care","usa","Woman","White","25-34","Master's degree","11-20","10-",105,30,"Young",15,5,4,"High","White","Woman","USA","Woman"
"Health care","canada","Woman","White","25-34","Some college","11-20","10-",47.6,30,"Young",15,5,2,"Low","White","Woman","Not USA","Woman"
"Marketing, Advertising & PR","usa","Woman","White","35-44","College degree","11-20","11-20",132,40,"Middle",15,15,3,"Medium","White","Woman","USA","Woman"
"Leisure, Sport & Tourism","usa","Woman","White","35-44","High School","10-","10-",63.8,40,"Middle",5,5,1,"Low","White","Woman","USA","Not Woman"
"Business or Consulting","usa","Woman","White","35-44","Master's degree","11-20","10-",90,40,"Middle",15,5,4,"High","White","Woman","USA","Woman"
"Health care","usa","Woman","White","35-44","College degree","21-30","21-30",71,40,"Middle",25,25,3,"Medium","White","Woman","USA","Woman"
"Health care","usa","Woman","White","45-54","Professional degree","31+","21-30",120,50,"Old",35,25,6,"High","White","Woman","USA","Woman"
"Business or Consulting","usa","Woman","Asian ","24-","Master's degree","10-","10-",60,20,"Young",5,5,4,"High","Not White","Woman","USA","Woman"
"Business or Consulting","usa","Woman","White","25-34","College degree","10-","10-",36.4,30,"Young",5,5,3,"Medium","White","Woman","USA","Woman"
"Law","usa","Woman","White","25-34","Professional degree","10-","10-",70,30,"Young",5,5,6,"High","White","Woman","USA","Woman"
"Social Work","usa","Woman","Hispanic","25-34","Master's degree","10-","10-",83,30,"Young",5,5,4,"High","Not White","Woman","USA","Woman"
"Computing or Tech","usa","Woman","White","25-34","College degree","10-","10-",121,30,"Young",5,5,3,"Medium","White","Woman","USA","Not Woman"
"Government and Public Administration","usa","Woman","White","25-34","College degree","10-","10-",62,30,"Young",5,5,3,"Medium","White","Woman","USA","Woman"
"Marketing, Advertising & PR","usa","Woman","White","35-44","College degree","11-20","10-",110,40,"Middle",15,5,3,"Medium","White","Woman","USA","Woman"
"Computing or Tech","usa","Man","White","35-44","High School","21-30","11-20",125,40,"Middle",25,15,1,"Low","White","Not Woman","USA","Not Woman"
"Computing or Tech","usa","Woman","White","25-34","Master's degree","11-20","10-",47,30,"Young",15,5,4,"High","White","Woman","USA","Not Woman"
"Health care","usa","Woman","White","25-34","College degree","11-20","11-20",59.9,30,"Young",15,15,3,"Medium","White","Woman","USA","Woman"
"Law","usa","Woman","White","35-44","College degree","10-","10-",38.2,40,"Middle",5,5,3,"Medium","White","Woman","USA","Woman"
"Marketing, Advertising & PR","usa","Woman","White","35-44","College degree","11-20","10-",113.9,40,"Middle",15,5,3,"Medium","White","Woman","USA","Woman"
"Accounting, Banking & Finance","usa","Woman","Asian ","25-34","Master's degree","10-","10-",170.5,30,"Young",5,5,4,"High","Not White","Woman","USA","Woman"
"Computing or Tech","usa","Woman","White","35-44","College degree","11-20","10-",65,40,"Middle",15,5,3,"Medium","White","Woman","USA","Not Woman"
"Entertainment","usa","Woman","White","35-44","Master's degree","11-20","11-20",120,40,"Middle",15,15,4,"High","White","Woman","USA","Not Woman"
"Media & Digital","usa","Man","White","45-54","Master's degree","11-20","11-20",105,50,"Old",15,15,4,"High","White","Not Woman","USA","Woman"
"Computing or Tech","usa","Woman","White","35-44","Master's degree","11-20","10-",150,40,"Middle",15,5,4,"High","White","Woman","USA","Not Woman"
"Business or Consulting","usa","Man","White","25-34","College degree","10-","10-",225,30,"Young",5,5,3,"Medium","White","Not Woman","USA","Woman"
"Business or Consulting","usa","Woman","White","25-34","PhD","10-","10-",85,30,"Young",5,5,5,"High","White","Woman","USA","Woman"
"Business or Consulting","usa","Man","White","45-54","College degree","11-20","10-",120,50,"Old",15,5,3,"Medium","White","Not Woman","USA","Woman"
"Marketing, Advertising & PR","usa","Woman","Asian ","35-44","College degree","10-","10-",67.5,40,"Middle",5,5,3,"Medium","Not White","Woman","USA","Woman"
"Computing or Tech","usa","Woman","White","35-44","College degree","21-30","10-",60.5,40,"Middle",25,5,3,"Medium","White","Woman","USA","Not Woman"
"Biotechnology","usa","Woman","White","35-44","PhD","10-","10-",125,40,"Middle",5,5,5,"High","White","Woman","USA","Woman"
"Accounting, Banking & Finance","usa","Woman","White","25-34","Some college","11-20","11-20",70,30,"Young",15,15,2,"Low","White","Woman","USA","Woman"
"Computing or Tech","usa","Woman","Asian ","25-34","Master's degree","10-","10-",110,30,"Young",5,5,4,"High","Not White","Woman","USA","Not Woman"
"Computing or Tech","usa","Man","Other","35-44","College degree","11-20","11-20",169.5,40,"Middle",15,15,3,"Medium","Not White","Not Woman","USA","Not Woman"
"Business or Consulting","usa","Woman","White","45-54","College degree","21-30","10-",185,50,"Old",25,5,3,"Medium","White","Woman","USA","Woman"
"Engineering or Manufacturing","usa","Man","White","35-44","Some college","11-20","11-20",80,40,"Middle",15,15,2,"Low","White","Not Woman","USA","Not Woman"
"Social Work","usa","Woman","White","25-34","Master's degree","10-","10-",40,30,"Young",5,5,4,"High","White","Woman","USA","Woman"
"Education","usa","Woman","White","35-44","Master's degree","10-","10-",83,40,"Middle",5,5,4,"High","White","Woman","USA","Woman"
"Computing or Tech","usa","Woman","White","25-34","College degree","10-","10-",68,30,"Young",5,5,3,"Medium","White","Woman","USA","Not Woman"
"Computing or Tech","usa","Other","White","25-34","College degree","10-","10-",80,30,"Young",5,5,3,"Medium","White","Not Woman","USA","Not Woman"
"Art & Design","usa","Woman","White","35-44","Master's degree","10-","10-",82,40,"Middle",5,5,4,"High","White","Woman","USA","Woman"
"Accounting, Banking & Finance","usa","Woman","White","25-34","Master's degree","10-","10-",106.642,30,"Young",5,5,4,"High","White","Woman","USA","Woman"
"Business or Consulting","usa","Man","White","35-44","College degree","21-30","21-30",144,40,"Middle",25,25,3,"Medium","White","Not Woman","USA","Woman"
"Computing or Tech","usa","Man","White","45-54","High School","11-20","11-20",139,50,"Old",15,15,1,"Low","White","Not Woman","USA","Not Woman"
"Computing or Tech","usa","Woman","White","25-34","Master's degree","10-","10-",64.8,30,"Young",5,5,4,"High","White","Woman","USA","Not Woman"
"Computing or Tech","usa","Woman","Hispanic","24-","College degree","10-","10-",98.5,20,"Young",5,5,3,"Medium","Not White","Woman","USA","Not Woman"
"Education","usa","Woman","White","35-44","PhD","11-20","10-",93,40,"Middle",15,5,5,"High","White","Woman","USA","Woman"
"Business or Consulting","usa","Woman","Hispanic","35-44","Some college","10-","10-",45,40,"Middle",5,5,2,"Low","Not White","Woman","USA","Woman"
"Business or Consulting","canada","Woman","White","25-34","Master's degree","10-","10-",80.8,30,"Young",5,5,4,"High","White","Woman","Not USA","Woman"
"Business or Consulting","usa","Woman","White","35-44","College degree","21-30","11-20",200,40,"Middle",25,15,3,"Medium","White","Woman","USA","Woman"
"Computing or Tech","australia","Woman","White","45-54","Master's degree","21-30","21-30",103.6,50,"Old",25,25,4,"High","White","Woman","Not USA","Not Woman"
"Health care","usa","Other","Other","35-44","Professional degree","10-","10-",136,40,"Middle",5,5,6,"High","Not White","Not Woman","USA","Woman"
"Computing or Tech","australia","Woman","White","45-54","Master's degree","21-30","11-20",107.3,50,"Old",25,15,4,"High","White","Woman","Not USA","Not Woman"
"Law","usa","Woman","Other","35-44","Professional degree","11-20","11-20",80,40,"Middle",15,15,6,"High","Not White","Woman","USA","Woman"
"Marketing, Advertising & PR","usa","Woman","Asian ","25-34","College degree","10-","10-",215,30,"Young",5,5,3,"Medium","Not White","Woman","USA","Woman"
"Libraries and Museums","australia","Woman","White","45-54","Master's degree","11-20","11-20",103.6,50,"Old",15,15,4,"High","White","Woman","Not USA","Woman"
"Sales","usa","Man","White","25-34","College degree","10-","10-",125,30,"Young",5,5,3,"Medium","White","Not Woman","USA","Not Woman"
"Computing or Tech","usa","Woman","White","35-44","Master's degree","11-20","11-20",145,40,"Middle",15,15,4,"High","White","Woman","USA","Not Woman"
"Computing or Tech","usa","Woman","White","25-34","College degree","10-","10-",48,30,"Young",5,5,3,"Medium","White","Woman","USA","Not Woman"
